Gene.featureType	Gene.primaryIdentifier	Gene.secondaryIdentifier	Gene.organism.shortName	Gene.symbol	Gene.name	Gene.sgdAlias
ORF	S000006024	YPL103C	S. cerevisiae	FMP30	Found in Mitochondrial Proteome	N-acetylphosphatidylethanolamine-hydrolyzing phospholipase D
ORF	S000006025	YPL104W	S. cerevisiae	MSD1	Mitochondrial aminoacyl-tRNA Synthetase, Aspartate (D)	aspartate--tRNA ligase MSD1|LPG5
ORF	S000006026	YPL105C	S. cerevisiae	SYH1	SmY2 Homolog	MYR1
ORF	S000006027	YPL106C	S. cerevisiae	SSE1	Stress Seventy subfamily E	adenyl-nucleotide exchange factor SSE1|LPG3|MSI3
ORF	S000006028	YPL107W	S. cerevisiae	DPC25	Delta-Psi dependent mitochondrial import and Cleavage protein of ~25 kDa	""
ORF	S000006029	YPL108W	S. cerevisiae	""	""	""
ORF	S000006030	YPL109C	S. cerevisiae	CQD1	CoQ Distribution	MCO76
ORF	S000006031	YPL110C	S. cerevisiae	GDE1	GlycerophosphoDiEsterase	glycerophosphocholine phosphodiesterase
ORF	S000006032	YPL111W	S. cerevisiae	CAR1	Catabolism of ARginine	arginase|cargA|LPH15
ORF	S000006033	YPL112C	S. cerevisiae	PEX25	PEroXisome related	""
ORF	S000006034	YPL113C	S. cerevisiae	""	""	glyoxylate reductase
ORF	S000006035	YPL114W	S. cerevisiae	""	""	""
ORF	S000006036	YPL115C	S. cerevisiae	BEM3	Bud EMergence	GTPase-activating protein BEM3
ORF	S000006037	YPL116W	S. cerevisiae	HOS3	Hda One Similar	histone deacetylase
ORF	S000006038	YPL117C	S. cerevisiae	IDI1	Isopentenyl Diphosphate Isomerase	BOT2|isopentenyl-diphosphate delta-isomerase IDI1|LPH10
ORF	S000006039	YPL118W	S. cerevisiae	MRP51	Mitochondrial Ribosomal Protein	bS1m|mitochondrial 37S ribosomal protein MRP51
ORF	S000006040	YPL119C	S. cerevisiae	DBP1	Dead Box Protein	LPH8|putative DEAD-box ATP-dependent RNA helicase DBP1
ORF	S000006041	YPL120W	S. cerevisiae	VPS30	Vacuolar Protein Sorting	APG6|ATG6|beclin 1|VPT30
ORF	S000006042	YPL121C	S. cerevisiae	MEI5	MEIosis	LPH6
ORF	S000006043	YPL122C	S. cerevisiae	TFB2	Transcription Factor B	TFIIH/NER complex subunit TFB2
ORF	S000006044	YPL123C	S. cerevisiae	RNY1	RiboNuclease from Yeast	ribonuclease T2
ORF	S000006045	YPL124W	S. cerevisiae	SPC29	Spindle Pole Component	LPH3|NIP29
ORF	S000006046	YPL125W	S. cerevisiae	KAP120	KAryoPherin	LPH2
ORF	S000006047	YPL126W	S. cerevisiae	NAN1	Net1 Associated Nuclear protein	UTP17
ORF	S000006048	YPL127C	S. cerevisiae	HHO1	Histone H One	histone H1
ORF	S000006049	YPL128C	S. cerevisiae	TBF1	TTAGGG repeat-Binding Factor	LPI16
ORF	S000006050	YPL129W	S. cerevisiae	TAF14	TATA binding protein-Associated Factor	ANC1|SWP29|TAF30|TafII30|TATA-binding protein-associated factor TAF14|TFG3
ORF	S000006051	YPL130W	S. cerevisiae	SPO19	SPOrulation	""
ORF	S000006052	YPL131W	S. cerevisiae	RPL5	Ribosomal Protein of the Large subunit	L18|L1a|L5|LPI14|ribosomal 60S subunit protein L5|RPL1|uL18|YL3
ORF	S000006053	YPL132W	S. cerevisiae	COX11	Cytochrome c OXidase	LPI13|PSO7
ORF	S000006054	YPL133C	S. cerevisiae	RDS2	Regulator of Drug Sensitivity	gluconeogenesis transcription factor RDS2
ORF	S000006055	YPL134C	S. cerevisiae	ODC1	OxoDicarboxylate Carrier	mitochondrial 2-oxodicarboxylate carrier
ORF	S000006056	YPL135W	S. cerevisiae	ISU1	IScU homolog	iron-binding protein ISU1|NUA1
ORF	S000006057	YPL136W	S. cerevisiae	""	""	""
ORF	S000006058	YPL137C	S. cerevisiae	GIP3	Glc7 Interacting Protein	protein phosphatase regulator GIP3
ORF	S000006059	YPL138C	S. cerevisiae	SPP1	Set1c, Phd finger Protein	CPS40|SAF41
ORF	S000006060	YPL139C	S. cerevisiae	UME1	Unscheduled Meiotic gene Expression	WTM3
ORF	S000006061	YPL140C	S. cerevisiae	MKK2	Mitogen-activated Kinase Kinase	LPI6|putative mitogen-activated protein kinase kinase MKK2|SSP33
ORF	S000006062	YPL141C	S. cerevisiae	FRK1	Fatty acyl-CoA synthetase and RNA processing-associated Kinase	protein kinase FRK1
ORF	S000006063	YPL142C	S. cerevisiae	""	""	""
ORF	S000006064	YPL143W	S. cerevisiae	RPL33A	Ribosomal Protein of the Large subunit	eL33|GCD17|L33A|L33e|l37A|ribosomal 60S subunit protein L33A|rp47|RPL37A|YL37
ORF	S000006065	YPL144W	S. cerevisiae	POC4	PrOteasome Chaperone	DMP1|PBA4
ORF	S000006066	YPL145C	S. cerevisiae	KES1	KrE11-1 Suppressor	BSR3|LPI3|OSH4|oxysterol-binding protein KES1
ORF	S000006067	YPL146C	S. cerevisiae	NOP53	NucleOlar Protein	RRP16
ORF	S000006068	YPL147W	S. cerevisiae	PXA1	PeroXisomal ABC-transporter	ATP-binding cassette long-chain fatty acid transporter PXA1|LPI1|PAL1|PAT2|SSH2
ORF	S000006069	YPL148C	S. cerevisiae	PPT2	Phosphopantetheine:Protein Transferase	holo-[acyl-carrier-protein] synthase
ORF	S000006070	YPL149W	S. cerevisiae	ATG5	AuTophaGy related	APG5
ORF	S000006071	YPL150W	S. cerevisiae	""	""	non-specific serine/threonine protein kinase
ORF	S000006072	YPL151C	S. cerevisiae	PRP46	Pre-mRNA Processing	mRNA splicing protein PRP46|NTC50
ORF	S000006073	YPL152W	S. cerevisiae	RRD2	Resistant to Rapamycin Deletion	peptidylprolyl isomerase RRD2|YPA2
ORF	S000006074	YPL153C	S. cerevisiae	RAD53	RADiation sensitive	LSD1|MEC2|serine/threonine/tyrosine protein kinase RAD53|SPK1
ORF	S000006075	YPL154C	S. cerevisiae	PEP4	carboxyPEPtidase Y-deficient	PHO9|PRA1|proteinase A|yscA
ORF	S000006076	YPL155C	S. cerevisiae	KIP2	KInesin related Protein	""
ORF	S000006077	YPL156C	S. cerevisiae	PRM4	Pheromone-Regulated Membrane protein	pheromone-regulated protein PRM4
ORF	S000006078	YPL157W	S. cerevisiae	TGS1	TrimethylGuanosine Synthase	RNA methyltransferase
ORF	S000006079	YPL158C	S. cerevisiae	AIM44	Altered Inheritance rate of Mitochondria	GPS1
ORF	S000006080	YPL159C	S. cerevisiae	PET20	PETite colonies	""
ORF	S000006081	YPL160W	S. cerevisiae	CDC60	Cell Division Cycle	leucine--tRNA ligase CDC60|LeuRS
ORF	S000006082	YPL161C	S. cerevisiae	BEM4	Bud EMergence	ROM7
ORF	S000006083	YPL162C	S. cerevisiae	""	""	""
ORF	S000006084	YPL163C	S. cerevisiae	SVS1	Suppressor of Vanadate Sensitivity	""
ORF	S000006085	YPL164C	S. cerevisiae	MLH3	MutL Homolog	mismatch repair protein MLH3
ORF	S000006086	YPL165C	S. cerevisiae	SET6	SET domain-containing	""
ORF	S000006087	YPL166W	S. cerevisiae	ATG29	AuTophaGy related	""
ORF	S000006088	YPL167C	S. cerevisiae	REV3	REVersionless	DNA-directed DNA polymerase|PSO1
ORF	S000006089	YPL168W	S. cerevisiae	MRX4	Mitochondrial oRganization of gene eXpression (MIOREX)	""
ORF	S000006090	YPL169C	S. cerevisiae	MEX67	Messenger RNA EXport factor of 67 kDa	""
ORF	S000006091	YPL170W	S. cerevisiae	DAP1	DAmage resistance Protein	""
ORF	S000006092	YPL171C	S. cerevisiae	OYE3	Old Yellow Enzyme	NADPH dehydrogenase|ZRG6
ORF	S000006093	YPL172C	S. cerevisiae	COX10	Cytochrome c OXidase	protoheme IX farnesyltransferase
ORF	S000006094	YPL173W	S. cerevisiae	MRPL40	Mitochondrial Ribosomal Protein, Large subunit	mitochondrial 54S ribosomal protein YmL40|uL24m|YmL40
ORF	S000006095	YPL174C	S. cerevisiae	NIP100	Nuclear ImPort	PAC13
ORF	S000006096	YPL175W	S. cerevisiae	SPT14	SuPpressor of Ty	CWH6|GPI3|phosphatidylinositol N-acetylglucosaminyltransferase SPT14
ORF	S000006097	YPL176C	S. cerevisiae	TRE1	Transferrin REceptor like	""
ORF	S000006098	YPL177C	S. cerevisiae	CUP9	""	""
ORF	S000006099	YPL178W	S. cerevisiae	CBC2	Cap Binding Complex	CBP20|MUD13|nuclear cap-binding protein subunit CBC2|SAE1
ORF	S000006100	YPL179W	S. cerevisiae	PPQ1	Protein Phosphatase Q	protein-serine/threonine phosphatase|SAL6
ORF	S000006101	YPL180W	S. cerevisiae	TCO89	Tor Complex One	""
ORF	S000006102	YPL181W	S. cerevisiae	CTI6	Cyc8-Tup1 Interacting protein	RXT1
ORF	S000006103	YPL182C	S. cerevisiae	""	""	""
ORF	S000006104	YPL183C	S. cerevisiae	RTT10	Regulator of Ty1 Transposition	ERE2|TRM734
ORF	S000006105	YPL184C	S. cerevisiae	MRN1	Multicopy supressor of rsc nhp6	PTR69
ORF	S000006106	YPL185W	S. cerevisiae	""	""	""
ORF	S000006107	YPL186C	S. cerevisiae	UIP4	Ulp1 Interacting Protein	""
ORF	S000006108	YPL187W	S. cerevisiae	MF(ALPHA)1	Mating Factor ALPHA	""
ORF	S000006109	YPL188W	S. cerevisiae	POS5	PerOxide Sensitive	NADH kinase
ORF	S000006110	YPL189W	S. cerevisiae	GUP2	Glycerol UPtake	putative O-acyltransferase
ORF	S000006111	YPL190C	S. cerevisiae	NAB3	Nuclear polyAdenylated RNA-Binding	HMD1
ORF	S000006112	YPL191C	S. cerevisiae	MIY2	MINDY deubiquitinase in yeast	MIY1|ubiquitinyl hydrolase 1
ORF	S000006113	YPL192C	S. cerevisiae	PRM3	Pheromone-Regulated Membrane protein	pheromone-regulated protein PRM3
ORF	S000006114	YPL193W	S. cerevisiae	RSA1	RiboSome Assembly	""
ORF	S000006115	YPL194W	S. cerevisiae	DDC1	DNA Damage Checkpoint	""
ORF	S000006116	YPL195W	S. cerevisiae	APL5	clathrin Adaptor Protein complex Large chain	YKS4
ORF	S000006117	YPL196W	S. cerevisiae	OXR1	OXidation Resistance	""
ORF	S000006118	YPL197C	S. cerevisiae	""	""	""
ORF	S000006119	YPL198W	S. cerevisiae	RPL7B	Ribosomal Protein of the Large subunit	L30|L6B|L7B|ribosomal 60S subunit protein L7B|rp11|uL30|YL8
ORF	S000006120	YPL199C	S. cerevisiae	""	""	""
ORF	S000006121	YPL200W	S. cerevisiae	CSM4	Chromosome Segregation in Meiosis	""
ORF	S000006122	YPL201C	S. cerevisiae	YIG1	Yeast protein Interacting with Glycerol 3-phosphatase	""
ORF	S000006123	YPL202C	S. cerevisiae	AFT2	Activator of Fe (iron) Transcription	""
ORF	S000006124	YPL203W	S. cerevisiae	TPK2	Takashi's Protein Kinase	cAMP-dependent protein kinase catalytic subunit TPK2|PKA2|PKA3|YKR1
ORF	S000006125	YPL204W	S. cerevisiae	HRR25	HO and Radiation Repair	KTI14|serine/threonine protein kinase HRR25
ORF	S000006126	YPL205C	S. cerevisiae	""	""	""
ORF	S000006127	YPL206C	S. cerevisiae	PGC1	Phosphatidyl Glycerol phospholipase C	phosphatidylglycerol phospholipase
ORF	S000006128	YPL207W	S. cerevisiae	TYW1	Trna-YW synthesizing protein	putative tRNA 4-demethylwyosine synthase
ORF	S000006129	YPL208W	S. cerevisiae	RKM1	Ribosomal lysine (K) Methyltransferase	protein-lysine N-methyltransferase
ORF	S000006130	YPL209C	S. cerevisiae	IPL1	Increase in PLoidy	aurora kinase|PAC15
ORF	S000006131	YPL210C	S. cerevisiae	SRP72	Signal Recognition Particle	signal recognition particle subunit SRP72
ORF	S000006132	YPL211W	S. cerevisiae	NIP7	Nuclear ImPort	ribosome biosynthesis protein NIP7
ORF	S000006133	YPL212C	S. cerevisiae	PUS1	PseudoUridine Synthase	pseudouridine synthase PUS1
ORF	S000006134	YPL213W	S. cerevisiae	LEA1	Looks Exceptionally like U2A	U2 snRNP complex subunit LEA1
ORF	S000006135	YPL214C	S. cerevisiae	THI6	THIamine biosynthesis	bifunctional hydroxyethylthiazole kinase/thiamine-phosphate diphosphorylase
ORF	S000006136	YPL215W	S. cerevisiae	CBP3	Cytochrome B mRNA Processing	""
ORF	S000006137	YPL216W	S. cerevisiae	""	""	""
ORF	S000006138	YPL217C	S. cerevisiae	BMS1	BMh Sensitive	GTPase BMS1
ORF	S000006139	YPL218W	S. cerevisiae	SAR1	Secretion-Associated, Ras-related	Arf family GTPase SAR1
ORF	S000006140	YPL219W	S. cerevisiae	PCL8	Pho85 CycLin	""
ORF	S000006141	YPL220W	S. cerevisiae	RPL1A	Ribosomal Protein of the Large subunit	L1|L1A|PUB2|ribosomal 60S subunit protein L1A|SSM1|uL1
ORF	S000006142	YPL221W	S. cerevisiae	FLC1	FLavin Carrier	BOP1|flavin adenine dinucleotide transporter|HUF1
ORF	S000006143	YPL222W	S. cerevisiae	FMP40	Found in Mitochondrial Proteome	""
ORF	S000006144	YPL223C	S. cerevisiae	GRE1	Genes de Respuesta a Estres (spanish for stress responsive genes)	""
ORF	S000006145	YPL224C	S. cerevisiae	MMT2	Mitochondrial Metal Transporter	MFT2
ORF	S000006146	YPL225W	S. cerevisiae	CHP1	CHaPerone	ribosome-associated Tef1p biogenesis chaperone CHP1
ORF	S000006147	YPL226W	S. cerevisiae	NEW1	Nu+	""
ORF	S000006148	YPL227C	S. cerevisiae	ALG5	Asparagine-Linked Glycosylation	dolichyl-phosphate beta-glucosyltransferase
ORF	S000006149	YPL228W	S. cerevisiae	CET1	Capping Enzyme Triphosphatase	CES5|polynucleotide 5'-phosphatase
ORF	S000006150	YPL229W	S. cerevisiae	""	""	""
ORF	S000006151	YPL230W	S. cerevisiae	USV1	Up in StarVation	NSF1
ORF	S000006152	YPL231W	S. cerevisiae	FAS2	Fatty Acid Synthetase	trifunctional fatty acid synthase subunit FAS2
ORF	S000006153	YPL232W	S. cerevisiae	SSO1	Supressor of Sec One	syntaxin
ORF	S000006154	YPL233W	S. cerevisiae	NSL1	Nnf1 Synthetic Lethal	MIND complex subunit NSL1
ORF	S000006155	YPL234C	S. cerevisiae	VMA11	Vacuolar Membrane Atpase	CLS9|H(+)-transporting V0 sector ATPase subunit c'|TFP3
ORF	S000006156	YPL235W	S. cerevisiae	RVB2	RuVB-like	RuvB family ATP-dependent DNA helicase reptin|TIH2|TIP48|TIP49B
ORF	S000006157	YPL236C	S. cerevisiae	ENV7	late ENdosome and Vacuole interface function	putative serine/threonine protein kinase ENV7
ORF	S000006158	YPL237W	S. cerevisiae	SUI3	SUppressor of Initiator codon	eIF2beta|eIF2β|translation initiation factor eIF2 subunit beta
ORF	S000006159	YPL238C	S. cerevisiae	""	""	""
ORF	S000006160	YPL239W	S. cerevisiae	YAR1	Yeast Ankyrin Repeat	""
ORF	S000006161	YPL240C	S. cerevisiae	HSP82	Heat Shock Protein	HSP90|Hsp90 family chaperone HSP82
ORF	S000006162	YPL241C	S. cerevisiae	CIN2	Chromosome INstability	GTPase-activating protein CIN2
ORF	S000006163	YPL242C	S. cerevisiae	IQG1	IQGAP-related protein	CYK1
ORF	S000006164	YPL243W	S. cerevisiae	SRP68	Signal Recognition Particle	signal recognition particle subunit SRP68
ORF	S000006165	YPL244C	S. cerevisiae	HUT1	Homolog of UDP-galactose Transporter	UDP-galactose transporter HUT1
ORF	S000006166	YPL245W	S. cerevisiae	""	""	""
ORF	S000006167	YPL246C	S. cerevisiae	RBD2	""	putative rhomboid protease RBD2
ORF	S000006168	YPL247C	S. cerevisiae	""	""	""
ORF	S000006169	YPL248C	S. cerevisiae	GAL4	GALactose metabolism	GAL81|galactose-responsive transcription factor GAL4
ORF	S000006170	YPL249C	S. cerevisiae	GYP5	Gtpase-activating protein for Ypt Proteins	GTPase-activating protein GYP5
ORF	S000006171	YPL250C	S. cerevisiae	ATG41	AuTophaGy related	ICY2
ORF	S000006172	YPL251W	S. cerevisiae	""	""	""
ORF	S000006173	YPL252C	S. cerevisiae	YAH1	Yeast Adrenodoxin Homolog	adrenodoxin
ORF	S000006174	YPL253C	S. cerevisiae	VIK1	Vegetative Interaction with Kar3p	""
ORF	S000006175	YPL254W	S. cerevisiae	HFI1	Histone H2A Functional Interactor	ADA1|GAN1|SRM12|SUP110
ORF	S000006176	YPL255W	S. cerevisiae	BBP1	Bfr1 Binding Protein	""
ORF	S000006177	YPL256C	S. cerevisiae	CLN2	CycLiN	cyclin CLN2
ORF	S000006178	YPL257W	S. cerevisiae	""	""	""
ORF	S000006179	YPL258C	S. cerevisiae	THI21	THIamine metabolism	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
ORF	S000006180	YPL259C	S. cerevisiae	APM1	clathrin Adaptor Protein complex Medium chain	YAP54
ORF	S000006181	YPL260W	S. cerevisiae	CUB1	Cu2+ suppressing and Bleomycin sensitive	""
ORF	S000006182	YPL261C	S. cerevisiae	""	""	""
ORF	S000006183	YPL262W	S. cerevisiae	FUM1	FUMarase	fumarase FUM1
ORF	S000006184	YPL263C	S. cerevisiae	KEL3	KELch	""
ORF	S000006185	YPL264C	S. cerevisiae	""	""	""
ORF	S000006186	YPL265W	S. cerevisiae	DIP5	DIcarboxylic amino acid Permease	dicarboxylic amino acid permease
ORF	S000006187	YPL266W	S. cerevisiae	DIM1	DIMethylase	CDH1|putative dimethyladenosine transferase
ORF	S000006188	YPL267W	S. cerevisiae	ACM1	APC/C[Cdh1] Modulator	""
ORF	S000006189	YPL268W	S. cerevisiae	PLC1	PhosphoLipase C	phosphatidylinositol phospholipase C
ORF	S000006190	YPL269W	S. cerevisiae	KAR9	KARyogamy	""
ORF	S000006191	YPL270W	S. cerevisiae	MDL2	MultiDrug resistance-Like	ATP-binding cassette permease MDL2
ORF	S000006192	YPL271W	S. cerevisiae	ATP15	ATP synthase	ATPEPSILON|F1F0 ATP synthase subunit epsilon
ORF	S000006193	YPL272C	S. cerevisiae	PBI1	PSTB2 Interacting protein	""
ORF	S000006194	YPL273W	S. cerevisiae	SAM4	S-AdenosylMethionine metabolism	S-adenosylmethionine-homocysteine S-methyltransferase SAM4
ORF	S000006195	YPL274W	S. cerevisiae	SAM3	S-AdenosylMethionine metabolism	bifunctional polyamine/amino acid permease SAM3
ORF	S000006198	YPL277C	S. cerevisiae	""	""	""
ORF	S000006199	YPL278C	S. cerevisiae	""	""	""
ORF	S000006200	YPL279C	S. cerevisiae	FEX2	""	fluoride transporter
ORF	S000006201	YPL280W	S. cerevisiae	HSP32	Heat-Shock Protein	glutathione-independent methylglyoxalase family protein
ORF	S000006202	YPL281C	S. cerevisiae	ERR2	Enolase-Related Repeat	phosphopyruvate hydratase ERR2
ORF	S000006203	YPL282C	S. cerevisiae	PAU22	seriPAUperin	seripauperin PAU22
ORF	S000006204	YPL283C	S. cerevisiae	YRF1-7	""	Y' element ATP-dependent helicase protein 1 copy 7|YRF1
ORF	S000006205	YPR001W	S. cerevisiae	CIT3	CITrate synthase	citrate (Si)-synthase CIT3
ORF	S000006206	YPR002W	S. cerevisiae	PDH1	prpD Homolog	putative 2-methylcitrate dehydratase
ORF	S000006207	YPR003C	S. cerevisiae	""	""	""
ORF	S000006208	YPR004C	S. cerevisiae	AIM45	Altered Inheritance rate of Mitochondria	""
ORF	S000006209	YPR005C	S. cerevisiae	HAL1	HALotolerance	""
ORF	S000006210	YPR006C	S. cerevisiae	ICL2	IsoCitrate Lyase	methylisocitrate lyase ICL2
ORF	S000006211	YPR007C	S. cerevisiae	REC8	RECombination	SPO69
ORF	S000006212	YPR008W	S. cerevisiae	HAA1	Homolog of Ace1 Activator	""
ORF	S000006213	YPR009W	S. cerevisiae	SUT2	Sterol UpTake	""
ORF	S000006214	YPR010C	S. cerevisiae	RPA135	RNA Polymerase A	A135|DNA-directed RNA polymerase I core subunit RPA135|RPA2|RRN2|SRP3
ORF	S000006215	YPR011C	S. cerevisiae	MRX21	Mitochondrial oRganization of gene eXpression (MIOREX)	""
ORF	S000006216	YPR012W	S. cerevisiae	""	""	""
ORF	S000006217	YPR013C	S. cerevisiae	CMR3	Changed Mutation Rate	""
ORF	S000006218	YPR014C	S. cerevisiae	""	""	""
ORF	S000006219	YPR015C	S. cerevisiae	""	""	""
ORF	S000006220	YPR016C	S. cerevisiae	TIF6	Translation Initiation Factor	CDC95|translation initiation factor 6
ORF	S000006221	YPR017C	S. cerevisiae	DSS4	Dominant Suppressor of Sec4	guanine nucleotide exchange factor DSS4
ORF	S000006222	YPR018W	S. cerevisiae	RLF2	Rap1 protein Localization Factor	CAC1
ORF	S000006223	YPR019W	S. cerevisiae	MCM4	MiniChromosome Maintenance	CDC54|HCD21|MCM DNA helicase complex subunit MCM4
ORF	S000006224	YPR020W	S. cerevisiae	ATP20	ATP synthase	F1F0 ATP synthase subunit g
ORF	S000006225	YPR021C	S. cerevisiae	AGC1	Aspartate-Glutamate Carrier	citrin
ORF	S000006226	YPR022C	S. cerevisiae	SDD4	Suppressor of Degenerative Death	""
ORF	S000006227	YPR023C	S. cerevisiae	EAF3	Esa1p-Associated Factor	""
ORF	S000006228	YPR024W	S. cerevisiae	YME1	Yeast Mitochondrial Escape	i-AAA protease YME1|OSD1|YTA11
ORF	S000006229	YPR025C	S. cerevisiae	CCL1	""	TFIIH complex kinase subunit CCL1
ORF	S000006230	YPR026W	S. cerevisiae	ATH1	Acid TreHalase	alpha,alpha-trehalase ATH1
ORF	S000006231	YPR027C	S. cerevisiae	""	""	""
ORF	S000006232	YPR028W	S. cerevisiae	YOP1	YIP One Partner	YIP2
ORF	S000006233	YPR029C	S. cerevisiae	APL4	clathrin Adaptor Protein complex Large chain	""
ORF	S000006234	YPR030W	S. cerevisiae	CSR2	Chs5 Spa2 Rescue	ART8|MRG19
ORF	S000006235	YPR031W	S. cerevisiae	NTO1	NuA Three Orf	""
ORF	S000006236	YPR032W	S. cerevisiae	SRO7	Suppressor of rho3	Rab GTPase-binding protein SRO7|SNI1|SOP1
ORF	S000006237	YPR033C	S. cerevisiae	HTS1	Histidine-Trna Synthetase	histidine--tRNA ligase|TS4572|TSM4572
ORF	S000006238	YPR034W	S. cerevisiae	ARP7	Actin-Related Protein	RSC11|SWP61
ORF	S000006239	YPR035W	S. cerevisiae	GLN1	GLutamiNe metabolism	glutamate--ammonia ligase
ORF	S000006240	YPR036W	S. cerevisiae	VMA13	Vacuolar Membrane Atpase	CLS11|H(+)-transporting V1 sector ATPase subunit H
ORF	S000006241	YPR037C	S. cerevisiae	ERV2	Essential for Respiration and Viability	flavin-linked sulfhydryl oxidase
ORF	S000006242	YPR038W	S. cerevisiae	IRC16	Increased Recombination Centers	""
ORF	S000006243	YPR039W	S. cerevisiae	""	""	""
ORF	S000006244	YPR040W	S. cerevisiae	TIP41	Tap42 Interacting Protein	""
ORF	S000006245	YPR041W	S. cerevisiae	TIF5	Translation Initiation Factor	SUI5|translation initiation factor eIF5
ORF	S000006246	YPR042C	S. cerevisiae	PUF2	PUmilio-homology domain Family	""
ORF	S000006247	YPR043W	S. cerevisiae	RPL43A	Ribosomal Protein of the Large subunit	eL43|L43A|L43e|ribosomal 60S subunit protein L43A
ORF	S000006248	YPR044C	S. cerevisiae	OPI11	OverProducer of Inositol	""
ORF	S000006249	YPR045C	S. cerevisiae	THP3	THO-related Protein	MNI2
ORF	S000006250	YPR046W	S. cerevisiae	MCM16	MiniChromosome Maintenance	""
ORF	S000006251	YPR047W	S. cerevisiae	MSF1	Mitochondrial aminoacyl-tRNA Synthetase, Phenylalanine (F)	phenylalanine--tRNA ligase
ORF	S000006252	YPR048W	S. cerevisiae	TAH18	Top1T722A mutant Hypersensitive	NAPDH-dependent diflavin reductase
ORF	S000006253	YPR049C	S. cerevisiae	ATG11	AuTophaGy related	autophagy protein ATG11|CVT3|CVT9
ORF	S000006254	YPR050C	S. cerevisiae	""	""	""
ORF	S000006255	YPR051W	S. cerevisiae	MAK3	MAintenance of Killer	NAA30|peptide alpha-N-acetyltransferase MAK3
ORF	S000006256	YPR052C	S. cerevisiae	NHP6A	Non-Histone Protein	high-mobility group nucleosome-binding protein
ORF	S000006257	YPR053C	S. cerevisiae	""	""	""
ORF	S000006258	YPR054W	S. cerevisiae	SMK1	""	mitogen-activated protein kinase SMK1
ORF	S000006259	YPR055W	S. cerevisiae	SEC8	SECretory	exocyst subunit SEC8
ORF	S000006260	YPR056W	S. cerevisiae	TFB4	Transcription Factor B subunit 4	TFIIH/NER complex subunit TFB4
ORF	S000006261	YPR057W	S. cerevisiae	BRR1	Bad Response to Refrigeration	""
ORF	S000006262	YPR058W	S. cerevisiae	YMC1	Yeast Mitochondrial Carrier	organic acid transporter
ORF	S000006263	YPR059C	S. cerevisiae	""	""	""
ORF	S000006264	YPR060C	S. cerevisiae	ARO7	AROmatic amino acid requiring	chorismate mutase ARO7|HGS1|OSM2|TYR7
ORF	S000006265	YPR061C	S. cerevisiae	JID1	DnaJ protein Involved in ER-associated Degradation	""
ORF	S000006266	YPR062W	S. cerevisiae	FCY1	FluoroCYtosine resistance	cytosine deaminase|yCD
ORF	S000006267	YPR063C	S. cerevisiae	""	""	""
ORF	S000006268	YPR064W	S. cerevisiae	""	""	""
ORF	S000006269	YPR065W	S. cerevisiae	ROX1	Regulation by OXygen	REO1
ORF	S000006270	YPR066W	S. cerevisiae	UBA3	UBiquitin-like protein-Activating enzyme	NEDD8-activating protein UBA3
ORF	S000006271	YPR067W	S. cerevisiae	ISA2	Iron Sulfur Assembly	""
ORF	S000006272	YPR068C	S. cerevisiae	HOS1	Hda One Similar	CST3|histone deacetylase
ORF	S000006273	YPR069C	S. cerevisiae	SPE3	SPErmidine auxotroph	spermidine synthase
ORF	S000006274	YPR070W	S. cerevisiae	MED1	MEDiator complex	""
ORF	S000006275	YPR071W	S. cerevisiae	""	""	""
ORF	S000006276	YPR072W	S. cerevisiae	NOT5	Negative On TATA	CCR4-NOT core subunit NOT5
ORF	S000006277	YPR073C	S. cerevisiae	LTP1	Low molecular weight protein Tyrosine Phosphatase	tyrosine protein phosphatase LTP1
ORF	S000006278	YPR074C	S. cerevisiae	TKL1	TransKetoLase	transketolase TKL1
ORF	S000006279	YPR075C	S. cerevisiae	OPY2	Overproduction-induced Pheromone-resistant Yeast	""
ORF	S000006280	YPR076W	S. cerevisiae	""	""	""
